student_id,gender,age_band,region,school_board,medium_of_instruction,highest_education,parental_education,family_income,internet_access,device_type,data_recharge_frequency,disability,studied_credits,num_of_prev_attempts,has_private_tuition,daily_study_hours,attendance_rate
IND04438,F,25-35,East,State,English,No formal,10th,10L+,Yes,Desktop,Weekly,No,42,2,No,2.8,83.5
IND04439,F,25-35,North,ICSE,Hindi,No formal,UG,1L-5L,Yes,Desktop,Monthly,No,71,3,Yes,3.3,86.2
IND04440,F,18-25,North,ICSE,English,12th,PG,<1L,Yes,Desktop,Weekly,No,57,1,Yes,3.3,79.7
IND04441,M,55<=,South,ICSE,English,UG,PG,1L-5L,Yes,Tablet,Monthly,No,88,0,Yes,1.5,76.7
IND04442,M,25-35,West,CBSE,English,PG,10th,<1L,Yes,Tablet,Monthly,No,40,2,Yes,3.1,91.3
IND04443,F,25-35,East,CBSE,Regional,UG,12th,1L-5L,Yes,Tablet,Monthly,No,38,1,Yes,3.8,85.9
IND04444,F,25-35,Central,ICSE,English,UG,PG,1L-5L,Yes,Laptop,Daily,No,109,2,No,1.8,86.9
IND04445,M,35-45,South,CBSE,English,10th,No formal,1L-5L,Yes,Tablet,Monthly,No,110,0,No,1.0,79.2
IND04446,F,18-25,South,ICSE,English,12th,No formal,5L-10L,Yes,Laptop,Daily,No,84,0,Yes,1.3,81.1
IND04447,M,35-45,Central,CBSE,Regional,12th,UG,5L-10L,No,Mobile,Monthly,No,34,0,Yes,2.4,79.9
IND04448,F,45-55,Central,State,Hindi,No formal,12th,5L-10L,Yes,Tablet,Weekly,No,98,2,No,1.3,62.6
IND04449,M,35-45,Central,CBSE,Regional,UG,UG,<1L,No,Mobile,Monthly,No,67,3,No,2.3,66.2
IND04450,F,45-55,North,CBSE,Regional,PG,10th,1L-5L,Yes,Desktop,Monthly,No,95,2,Yes,1.8,78.8
IND04451,F,<18,East,State,English,10th,PG,10L+,Yes,Mobile,Weekly,No,120,0,Yes,2.5,61.2
IND04452,M,<18,North,ICSE,Hindi,12th,12th,10L+,Yes,Mobile,Monthly,No,112,2,Yes,2.0,78.9
IND04453,F,45-55,East,CBSE,English,No formal,UG,<1L,Yes,Laptop,Monthly,No,93,2,Yes,2.5,71.1
IND04454,M,45-55,North,CBSE,English,PG,UG,<1L,Yes,Laptop,Monthly,No,54,3,No,3.1,79.2
IND04455,M,35-45,West,State,Hindi,UG,No formal,10L+,Yes,Laptop,Weekly,No,81,0,Yes,1.5,81.7
IND04456,M,45-55,East,State,Hindi,PG,10th,1L-5L,Yes,Laptop,Monthly,No,67,3,No,2.8,61.4
IND04457,M,18-25,South,State,Regional,12th,UG,5L-10L,Yes,Desktop,Daily,No,106,0,Yes,1.6,83.3
IND04458,M,<18,East,State,Hindi,10th,No formal,<1L,Yes,Mobile,Daily,No,48,1,No,2.5,75.5
IND04459,F,<18,East,ICSE,Regional,UG,12th,<1L,No,Desktop,Daily,No,54,0,Yes,2.4,56.8
IND04460,F,55<=,East,CBSE,Regional,10th,UG,<1L,Yes,Desktop,Daily,No,77,2,Yes,2.9,75.4
IND04461,M,45-55,West,CBSE,English,PG,No formal,10L+,Yes,Laptop,Weekly,No,102,1,No,2.7,83.8
IND04462,F,25-35,North,CBSE,English,PG,10th,5L-10L,Yes,Mobile,Monthly,No,90,2,No,3.7,75.9
IND04463,M,25-35,South,CBSE,English,No formal,PG,1L-5L,Yes,Mobile,Daily,No,64,1,No,2.5,75.3
IND04464,F,45-55,North,ICSE,Hindi,UG,12th,1L-5L,Yes,Desktop,Monthly,No,80,2,No,1.9,81.5
IND04465,F,18-25,North,CBSE,Hindi,PG,UG,10L+,Yes,Laptop,Monthly,No,44,1,Yes,3.4,75.2
IND04466,F,25-35,Central,ICSE,Regional,12th,No formal,<1L,Yes,Desktop,Weekly,No,115,1,No,2.8,77.3
IND04467,F,55<=,West,ICSE,Regional,12th,UG,10L+,Yes,Mobile,Monthly,No,106,2,Yes,3.4,66.7
IND04468,M,45-55,Central,State,Regional,10th,PG,10L+,Yes,Laptop,Daily,No,78,1,Yes,2.4,74.8
IND04469,M,18-25,West,State,Hindi,12th,UG,1L-5L,Yes,Desktop,Daily,No,59,2,Yes,1.2,98.8
IND04470,F,18-25,North,CBSE,Regional,PG,UG,5L-10L,Yes,Mobile,Weekly,No,50,3,Yes,4.7,81.8
IND04471,F,35-45,North,ICSE,Regional,12th,No formal,1L-5L,Yes,Tablet,Daily,No,118,2,Yes,1.9,82.7
IND04472,M,18-25,West,State,Hindi,UG,PG,10L+,Yes,Laptop,Daily,No,118,3,Yes,1.3,73.6
IND04473,F,25-35,North,ICSE,English,10th,12th,10L+,Yes,Mobile,Weekly,No,115,1,No,3.2,76.1
IND04474,M,25-35,North,State,Hindi,UG,No formal,<1L,Yes,Laptop,Weekly,No,70,0,Yes,1.6,77.7
IND04475,M,45-55,South,ICSE,Regional,PG,PG,<1L,Yes,Mobile,Daily,No,32,3,Yes,2.1,88.7
IND04476,M,45-55,Central,CBSE,English,PG,PG,10L+,Yes,Laptop,Weekly,No,102,0,No,2.6,92.0
IND04477,F,18-25,Central,CBSE,Hindi,12th,UG,1L-5L,Yes,Tablet,Weekly,No,53,0,Yes,2.4,75.5
IND04478,M,55<=,Central,ICSE,English,No formal,10th,<1L,Yes,Desktop,Daily,No,46,2,No,2.1,79.8
IND04479,F,<18,East,State,English,No formal,10th,5L-10L,Yes,Desktop,Daily,No,117,2,Yes,4.1,77.6
IND04480,M,35-45,South,State,Regional,PG,12th,5L-10L,Yes,Desktop,Weekly,No,37,0,Yes,2.4,87.6
IND04481,F,<18,Central,CBSE,Hindi,PG,UG,10L+,No,Tablet,Monthly,No,35,2,No,1.6,84.7
IND04482,F,18-25,Central,CBSE,Regional,10th,10th,5L-10L,Yes,Laptop,Monthly,No,38,0,No,3.5,79.1
IND04483,F,18-25,South,CBSE,Hindi,PG,No formal,5L-10L,Yes,Laptop,Daily,No,44,2,Yes,1.8,90.1
IND04484,M,<18,North,State,Hindi,PG,12th,<1L,Yes,Mobile,Daily,No,93,2,No,2.4,85.2
IND04485,M,35-45,Central,State,Hindi,10th,UG,<1L,Yes,Mobile,Monthly,No,117,2,Yes,1.6,72.3
IND04486,F,<18,North,CBSE,English,UG,No formal,1L-5L,Yes,Laptop,Weekly,No,79,0,No,2.7,80.1
IND04487,F,45-55,Central,ICSE,English,UG,10th,<1L,Yes,Tablet,Monthly,No,40,1,No,2.5,78.2
IND04488,F,25-35,West,State,Regional,10th,10th,1L-5L,Yes,Tablet,Monthly,No,75,2,Yes,2.5,70.1
IND04489,M,55<=,East,CBSE,Hindi,10th,10th,<1L,Yes,Desktop,Daily,No,74,2,No,2.7,77.7
IND04490,M,45-55,Central,ICSE,Hindi,UG,10th,10L+,Yes,Desktop,Weekly,Yes,106,0,Yes,3.3,91.4
IND04491,M,25-35,West,State,English,UG,PG,1L-5L,No,Desktop,Monthly,No,88,3,Yes,3.2,90.9
IND04492,M,55<=,South,ICSE,Hindi,UG,12th,10L+,Yes,Laptop,Weekly,No,54,0,No,1.5,89.1
IND04493,F,55<=,West,ICSE,Regional,UG,12th,1L-5L,Yes,Mobile,Daily,No,41,2,No,1.8,87.8
IND04494,F,55<=,South,State,Hindi,12th,10th,5L-10L,Yes,Laptop,Monthly,No,114,2,Yes,3.4,82.1
IND04495,M,18-25,Central,CBSE,Hindi,10th,12th,1L-5L,Yes,Laptop,Daily,No,117,1,No,1.7,74.0
IND04496,M,55<=,South,ICSE,English,No formal,No formal,1L-5L,Yes,Tablet,Monthly,No,55,2,Yes,3.0,85.6
IND04497,F,35-45,West,CBSE,Hindi,12th,No formal,1L-5L,No,Tablet,Weekly,No,105,3,No,3.3,63.5
IND04498,M,<18,East,State,Regional,No formal,12th,1L-5L,Yes,Mobile,Daily,No,66,2,No,0.9,73.3
IND04499,M,35-45,North,ICSE,Regional,No formal,10th,1L-5L,Yes,Mobile,Weekly,No,114,2,No,2.1,91.0
IND04500,M,<18,North,ICSE,Regional,PG,UG,5L-10L,No,Laptop,Monthly,No,52,1,No,3.3,75.1
IND04501,M,45-55,East,ICSE,Regional,10th,10th,1L-5L,No,Laptop,Daily,No,94,3,No,2.4,86.4
IND04502,M,45-55,North,ICSE,English,12th,PG,10L+,Yes,Laptop,Weekly,No,74,3,Yes,2.1,76.4
IND04503,M,<18,Central,ICSE,Hindi,10th,UG,1L-5L,Yes,Laptop,Weekly,No,103,2,Yes,3.3,85.5
IND04504,F,35-45,Central,State,English,UG,PG,1L-5L,Yes,Tablet,Monthly,No,64,3,No,3.6,64.6
IND04505,M,<18,West,ICSE,Regional,10th,12th,10L+,No,Desktop,Daily,No,77,1,Yes,1.8,92.7
IND04506,M,55<=,West,State,Hindi,No formal,PG,<1L,Yes,Desktop,Weekly,No,57,0,Yes,4.3,68.8
IND04507,F,18-25,South,CBSE,English,UG,12th,<1L,Yes,Desktop,Daily,No,30,2,Yes,0.7,66.4
IND04508,F,45-55,West,State,Hindi,10th,PG,5L-10L,Yes,Mobile,Daily,No,101,2,Yes,1.0,92.2
IND04509,F,18-25,Central,ICSE,Regional,10th,UG,1L-5L,Yes,Mobile,Daily,No,70,3,Yes,2.0,80.0
IND04510,M,55<=,West,CBSE,Regional,No formal,PG,1L-5L,Yes,Mobile,Daily,No,52,2,No,2.2,76.9
IND04511,F,55<=,North,State,Hindi,UG,10th,<1L,Yes,Mobile,Monthly,No,113,2,No,2.2,95.7
IND04512,M,45-55,South,State,Hindi,No formal,12th,1L-5L,Yes,Tablet,Weekly,No,61,1,No,2.0,87.3
IND04513,M,45-55,South,State,Regional,10th,No formal,5L-10L,Yes,Laptop,Daily,No,116,0,Yes,1.8,75.5
IND04514,M,55<=,Central,ICSE,English,12th,PG,10L+,Yes,Mobile,Weekly,No,36,0,Yes,2.3,78.7
IND04515,F,25-35,West,ICSE,Regional,12th,12th,1L-5L,Yes,Desktop,Weekly,No,104,3,No,1.9,90.7
IND04516,F,18-25,North,State,Hindi,PG,No formal,10L+,Yes,Mobile,Weekly,No,84,1,No,3.2,70.4
IND04517,F,18-25,West,State,English,12th,12th,5L-10L,Yes,Desktop,Monthly,No,101,1,Yes,2.5,94.4
IND04518,F,25-35,East,CBSE,Regional,UG,12th,<1L,Yes,Laptop,Daily,No,72,1,Yes,2.3,75.6
IND04519,F,35-45,West,ICSE,Hindi,PG,No formal,5L-10L,Yes,Tablet,Daily,No,43,1,Yes,2.4,71.3
IND04520,M,18-25,Central,ICSE,Hindi,UG,No formal,5L-10L,Yes,Tablet,Weekly,No,43,2,Yes,3.6,90.9
IND04521,M,<18,West,CBSE,Hindi,12th,UG,5L-10L,Yes,Mobile,Weekly,No,70,3,Yes,2.0,87.3
IND04522,M,55<=,South,State,English,12th,PG,5L-10L,Yes,Mobile,Monthly,No,120,3,Yes,1.2,62.2
IND04523,M,55<=,North,State,English,10th,PG,10L+,Yes,Desktop,Monthly,No,113,2,No,1.5,78.9
IND04524,F,25-35,Central,CBSE,English,UG,12th,5L-10L,Yes,Mobile,Weekly,No,118,3,No,2.3,68.9
IND04525,F,18-25,East,State,English,No formal,10th,5L-10L,Yes,Tablet,Daily,No,43,1,No,3.0,88.0
IND04526,M,35-45,North,State,Hindi,10th,10th,5L-10L,Yes,Mobile,Monthly,No,57,2,No,3.4,97.2
IND04527,F,18-25,North,CBSE,Hindi,UG,12th,5L-10L,Yes,Desktop,Daily,No,59,2,Yes,4.1,85.4
IND04528,F,55<=,South,CBSE,English,PG,UG,10L+,No,Laptop,Monthly,No,108,0,Yes,3.2,72.4
IND04529,M,45-55,South,CBSE,English,UG,No formal,5L-10L,Yes,Tablet,Daily,No,83,2,No,1.6,88.9
IND04530,M,<18,South,State,Hindi,PG,12th,<1L,Yes,Tablet,Weekly,No,88,0,Yes,2.3,79.5
IND04531,F,25-35,Central,CBSE,Regional,PG,PG,5L-10L,Yes,Laptop,Monthly,No,114,2,No,0.3,79.3
IND04532,F,45-55,West,State,Regional,12th,10th,5L-10L,Yes,Laptop,Weekly,No,41,3,No,2.2,75.1
IND04533,M,35-45,North,ICSE,Hindi,No formal,10th,1L-5L,Yes,Tablet,Monthly,No,104,0,No,1.9,81.0
IND04534,M,45-55,West,ICSE,English,UG,10th,1L-5L,Yes,Desktop,Weekly,No,68,0,No,0.2,79.3
IND04535,M,45-55,West,CBSE,English,No formal,UG,1L-5L,Yes,Desktop,Monthly,No,99,0,No,4.6,56.0
IND04536,F,35-45,South,State,Hindi,PG,PG,5L-10L,Yes,Mobile,Monthly,No,96,0,Yes,2.1,80.3
IND04537,M,45-55,West,State,Regional,12th,UG,<1L,Yes,Desktop,Monthly,No,44,1,Yes,0.4,78.6
IND04538,M,25-35,North,State,Hindi,No formal,No formal,<1L,Yes,Tablet,Daily,No,33,2,No,2.2,83.5
IND04539,F,55<=,North,CBSE,Hindi,10th,12th,1L-5L,Yes,Mobile,Daily,No,73,1,No,4.2,59.9
IND04540,F,18-25,East,State,Hindi,PG,12th,1L-5L,Yes,Desktop,Monthly,No,68,3,Yes,4.4,85.1
IND04541,F,45-55,Central,State,English,10th,10th,5L-10L,Yes,Laptop,Weekly,No,99,2,No,2.6,80.3
IND04542,F,25-35,West,State,English,No formal,10th,<1L,Yes,Desktop,Weekly,No,115,1,Yes,2.6,85.0
IND04543,F,18-25,Central,ICSE,English,No formal,No formal,<1L,Yes,Mobile,Monthly,No,66,2,Yes,3.7,63.7
IND04544,M,18-25,Central,State,Regional,No formal,UG,1L-5L,Yes,Laptop,Daily,No,87,1,No,2.3,67.7
IND04545,M,45-55,Central,ICSE,Hindi,UG,PG,<1L,No,Mobile,Daily,No,61,3,Yes,3.0,61.3
IND04546,F,25-35,Central,State,Hindi,PG,No formal,1L-5L,No,Mobile,Daily,No,57,1,No,3.3,81.5
IND04547,F,55<=,North,State,Regional,PG,12th,1L-5L,Yes,Laptop,Daily,No,119,3,Yes,1.4,76.5
IND04548,F,45-55,West,State,English,PG,12th,10L+,Yes,Mobile,Weekly,No,33,0,Yes,4.0,78.6
IND04549,F,35-45,East,ICSE,Hindi,UG,UG,10L+,Yes,Tablet,Monthly,No,39,1,No,1.6,66.1
IND04550,F,18-25,Central,State,Regional,No formal,No formal,5L-10L,Yes,Mobile,Monthly,No,56,0,Yes,1.9,67.9
IND04551,M,45-55,East,CBSE,English,No formal,PG,1L-5L,No,Tablet,Monthly,No,113,3,No,2.6,55.0
IND04552,M,18-25,North,State,English,10th,No formal,5L-10L,Yes,Laptop,Weekly,No,65,0,No,3.4,66.5
IND04553,M,25-35,North,ICSE,Hindi,UG,No formal,10L+,Yes,Mobile,Daily,No,34,1,No,3.2,73.5
IND04554,M,<18,South,ICSE,English,12th,UG,<1L,Yes,Desktop,Daily,No,110,2,No,2.5,74.0
IND04555,F,45-55,Central,CBSE,Regional,UG,PG,10L+,Yes,Mobile,Weekly,No,79,1,No,2.8,79.3
IND04556,M,55<=,South,CBSE,English,10th,12th,10L+,Yes,Tablet,Weekly,No,61,0,Yes,3.6,87.6
IND04557,F,45-55,East,CBSE,Hindi,10th,10th,10L+,No,Tablet,Monthly,No,52,0,Yes,2.5,73.1
IND04558,F,18-25,West,ICSE,Regional,10th,PG,<1L,Yes,Desktop,Monthly,No,106,1,Yes,1.7,84.9
IND04559,F,25-35,South,State,English,No formal,12th,10L+,Yes,Laptop,Weekly,No,90,1,No,1.9,87.8
IND04560,M,35-45,North,State,English,12th,UG,1L-5L,Yes,Tablet,Weekly,No,30,1,Yes,3.4,91.5
IND04561,F,55<=,Central,CBSE,English,10th,PG,1L-5L,Yes,Tablet,Weekly,No,60,1,Yes,1.7,84.9
IND04562,M,25-35,East,CBSE,Regional,PG,PG,10L+,Yes,Tablet,Daily,No,48,3,No,0.9,80.7
IND04563,M,45-55,North,State,English,No formal,12th,5L-10L,Yes,Mobile,Monthly,No,116,2,No,2.2,69.2
IND04564,F,35-45,West,CBSE,Hindi,12th,12th,5L-10L,Yes,Mobile,Weekly,No,83,0,No,2.4,82.7
IND04565,F,25-35,Central,State,Regional,PG,No formal,<1L,Yes,Mobile,Weekly,No,63,3,No,3.4,76.2
IND04566,F,<18,West,State,Regional,12th,No formal,<1L,Yes,Mobile,Daily,No,33,1,Yes,1.0,93.8
IND04567,M,55<=,West,State,English,12th,PG,1L-5L,Yes,Mobile,Weekly,No,77,1,Yes,2.8,80.9
IND04568,F,18-25,Central,State,Regional,PG,10th,1L-5L,Yes,Desktop,Monthly,No,77,3,Yes,3.7,78.4
IND04569,M,25-35,Central,ICSE,Hindi,UG,UG,10L+,Yes,Tablet,Daily,No,78,1,Yes,1.7,94.2
IND04570,F,25-35,West,State,Regional,12th,12th,5L-10L,Yes,Desktop,Weekly,No,89,0,Yes,2.6,75.2
IND04571,F,<18,East,CBSE,Hindi,UG,No formal,1L-5L,Yes,Tablet,Monthly,No,73,0,No,0.3,80.0
IND04572,M,45-55,Central,CBSE,English,12th,UG,5L-10L,Yes,Mobile,Monthly,No,63,0,Yes,3.4,100.0
IND04573,M,55<=,North,CBSE,Regional,PG,PG,<1L,Yes,Mobile,Daily,No,85,3,No,3.3,82.7
IND04574,M,55<=,South,CBSE,Hindi,12th,12th,<1L,No,Laptop,Monthly,No,103,1,Yes,2.5,91.3
IND04575,M,18-25,East,ICSE,English,10th,12th,10L+,Yes,Laptop,Daily,No,35,3,No,1.2,95.0
IND04576,M,25-35,Central,State,Hindi,10th,No formal,10L+,Yes,Desktop,Monthly,No,105,0,Yes,3.2,74.5
IND04577,M,35-45,Central,State,Regional,12th,10th,1L-5L,Yes,Tablet,Weekly,No,105,3,Yes,2.3,89.1
IND04578,F,25-35,East,CBSE,Regional,PG,12th,5L-10L,Yes,Desktop,Daily,No,111,1,No,0.0,76.7
IND04579,F,18-25,South,CBSE,Hindi,PG,10th,1L-5L,Yes,Laptop,Monthly,No,65,1,No,3.3,100.0
IND04580,M,25-35,West,CBSE,English,No formal,UG,1L-5L,Yes,Tablet,Daily,No,64,2,No,3.7,94.4
IND04581,F,<18,North,State,English,PG,12th,5L-10L,Yes,Desktop,Monthly,No,54,2,No,3.8,87.4
IND04582,M,25-35,Central,ICSE,English,UG,12th,1L-5L,Yes,Laptop,Daily,No,78,2,Yes,1.2,90.4
IND04583,F,25-35,South,ICSE,English,12th,10th,10L+,Yes,Mobile,Weekly,No,84,0,Yes,0.6,73.0
IND04584,F,35-45,North,ICSE,Hindi,10th,No formal,5L-10L,Yes,Desktop,Daily,No,70,2,No,2.1,97.2
IND04585,M,<18,East,ICSE,Regional,PG,PG,5L-10L,No,Mobile,Daily,No,86,0,Yes,3.0,71.0
IND04586,M,<18,Central,CBSE,Hindi,10th,UG,1L-5L,Yes,Desktop,Weekly,No,51,3,No,1.6,84.1
IND04587,M,25-35,West,State,Regional,No formal,12th,5L-10L,Yes,Tablet,Monthly,No,73,1,Yes,0.9,72.9
IND04588,F,55<=,East,CBSE,Regional,12th,No formal,10L+,Yes,Tablet,Weekly,Yes,58,3,No,3.2,88.6
IND04589,M,35-45,Central,ICSE,Hindi,PG,12th,10L+,Yes,Tablet,Daily,No,100,2,No,2.2,97.5
IND04590,F,25-35,South,CBSE,Hindi,10th,UG,<1L,Yes,Tablet,Weekly,No,77,2,Yes,3.1,84.5
IND04591,M,25-35,North,ICSE,English,PG,PG,<1L,Yes,Laptop,Weekly,No,32,0,Yes,2.5,83.2
IND04592,F,18-25,North,State,Regional,No formal,12th,<1L,Yes,Mobile,Daily,No,114,0,Yes,2.3,78.9
IND04593,F,18-25,Central,ICSE,English,10th,10th,<1L,No,Laptop,Daily,No,74,3,No,2.4,81.0
IND04594,M,55<=,East,CBSE,English,10th,No formal,1L-5L,Yes,Desktop,Weekly,No,49,3,Yes,2.1,76.6
IND04595,F,35-45,West,State,Hindi,12th,PG,<1L,Yes,Desktop,Daily,No,102,2,Yes,2.0,96.3
IND04596,F,45-55,South,ICSE,English,12th,12th,<1L,Yes,Mobile,Monthly,No,65,0,No,1.4,87.9
IND04597,M,18-25,Central,ICSE,English,10th,PG,<1L,Yes,Mobile,Monthly,No,89,0,Yes,3.0,76.5
IND04598,F,45-55,South,State,English,12th,10th,<1L,No,Laptop,Monthly,No,107,3,No,3.7,80.6
IND04599,M,<18,North,CBSE,Hindi,10th,12th,1L-5L,Yes,Tablet,Monthly,Yes,47,0,Yes,2.0,100.0
IND04600,M,18-25,West,State,English,UG,PG,<1L,No,Laptop,Weekly,No,95,3,No,4.4,82.7
IND04601,M,18-25,South,CBSE,English,PG,12th,5L-10L,Yes,Laptop,Weekly,No,60,1,No,2.9,94.5
IND04602,M,35-45,Central,ICSE,Hindi,UG,12th,10L+,No,Desktop,Weekly,No,115,2,Yes,2.8,74.2
IND04603,F,55<=,West,ICSE,Hindi,UG,PG,5L-10L,Yes,Laptop,Daily,No,38,0,Yes,3.2,84.7
IND04604,F,45-55,East,State,Hindi,PG,12th,1L-5L,Yes,Mobile,Weekly,No,49,0,Yes,3.5,73.8
IND04605,F,18-25,Central,ICSE,Regional,10th,10th,1L-5L,Yes,Tablet,Weekly,No,49,1,No,2.0,74.6
IND04606,M,18-25,South,State,Hindi,10th,PG,1L-5L,Yes,Desktop,Daily,No,76,1,Yes,3.1,87.9
IND04607,F,35-45,West,ICSE,Regional,12th,PG,10L+,Yes,Mobile,Daily,No,30,1,No,3.5,71.0
IND04608,F,35-45,Central,ICSE,Hindi,No formal,10th,<1L,Yes,Desktop,Daily,No,112,3,Yes,2.1,68.1
IND04609,M,55<=,West,CBSE,Hindi,10th,10th,1L-5L,Yes,Laptop,Monthly,No,43,3,No,2.5,86.9
IND04610,M,45-55,West,State,Hindi,PG,10th,<1L,No,Laptop,Weekly,No,30,1,Yes,1.7,75.1
IND04611,F,<18,West,State,Regional,No formal,12th,1L-5L,Yes,Mobile,Weekly,No,98,2,Yes,2.0,77.2
IND04612,M,55<=,South,ICSE,English,PG,12th,10L+,No,Mobile,Weekly,No,39,2,Yes,2.2,62.0
IND04613,M,<18,Central,CBSE,Hindi,PG,UG,5L-10L,Yes,Desktop,Daily,No,102,0,No,1.6,67.3
IND04614,M,25-35,North,CBSE,Regional,PG,12th,5L-10L,Yes,Tablet,Weekly,No,78,3,No,2.4,82.2
IND04615,M,18-25,North,State,Hindi,No formal,10th,10L+,Yes,Desktop,Monthly,Yes,43,2,No,2.8,77.7
IND04616,F,45-55,South,State,English,UG,UG,<1L,No,Laptop,Weekly,No,89,0,No,2.9,89.1
IND04617,M,55<=,South,ICSE,Regional,PG,10th,1L-5L,Yes,Mobile,Weekly,No,111,2,Yes,1.7,71.0
IND04618,M,18-25,West,State,Hindi,12th,No formal,5L-10L,Yes,Mobile,Daily,No,71,3,No,1.9,78.3
IND04619,M,45-55,Central,ICSE,Hindi,10th,PG,10L+,Yes,Desktop,Monthly,No,88,2,Yes,3.4,80.5
IND04620,M,45-55,Central,CBSE,Hindi,10th,No formal,<1L,Yes,Mobile,Weekly,No,54,2,Yes,1.9,78.0
IND04621,M,45-55,East,State,English,10th,10th,5L-10L,Yes,Mobile,Daily,No,65,3,No,3.3,86.0
IND04622,M,18-25,East,CBSE,Regional,No formal,12th,10L+,Yes,Laptop,Monthly,No,64,0,Yes,1.8,69.1
IND04623,M,55<=,North,CBSE,Hindi,12th,PG,1L-5L,Yes,Tablet,Monthly,No,120,0,Yes,2.9,85.1
IND04624,M,35-45,East,ICSE,Hindi,12th,12th,10L+,Yes,Mobile,Daily,No,115,1,Yes,3.3,91.4
IND04625,F,18-25,East,CBSE,Regional,12th,12th,<1L,Yes,Mobile,Daily,No,40,0,Yes,0.0,71.8
IND04626,M,45-55,North,ICSE,English,12th,PG,5L-10L,Yes,Desktop,Daily,No,39,1,Yes,3.4,84.0
IND04627,F,55<=,North,ICSE,English,12th,PG,1L-5L,Yes,Tablet,Daily,No,37,3,No,3.8,83.6
IND04628,M,25-35,East,CBSE,English,UG,No formal,<1L,Yes,Laptop,Daily,No,52,0,No,2.2,85.9
IND04629,M,<18,Central,CBSE,English,12th,10th,10L+,Yes,Mobile,Daily,No,35,3,No,2.8,80.0
IND04630,M,45-55,East,ICSE,English,12th,12th,5L-10L,Yes,Tablet,Weekly,No,107,0,Yes,1.7,94.2
IND04631,M,25-35,West,ICSE,Hindi,No formal,10th,5L-10L,Yes,Tablet,Daily,No,117,2,Yes,2.9,100.0
IND04632,F,35-45,West,CBSE,Hindi,No formal,10th,<1L,No,Desktop,Daily,No,93,0,No,5.0,86.3
IND04633,M,45-55,West,ICSE,Hindi,12th,UG,1L-5L,Yes,Laptop,Monthly,No,102,2,Yes,0.3,83.1
IND04634,M,25-35,South,ICSE,Regional,UG,No formal,<1L,Yes,Tablet,Monthly,No,75,0,No,2.0,80.1
IND04635,F,45-55,West,State,English,12th,12th,5L-10L,Yes,Laptop,Monthly,No,67,3,Yes,3.3,66.9
IND04636,F,18-25,Central,State,Regional,12th,PG,5L-10L,Yes,Tablet,Daily,No,54,1,Yes,3.8,65.7
IND04637,M,55<=,South,State,English,12th,PG,5L-10L,Yes,Mobile,Daily,No,115,0,No,1.1,68.5
IND04638,F,25-35,South,State,English,PG,10th,1L-5L,Yes,Laptop,Weekly,No,31,3,Yes,1.9,82.7
IND04639,F,55<=,West,State,Regional,UG,No formal,5L-10L,Yes,Desktop,Weekly,No,118,2,Yes,1.9,78.1
IND04640,F,18-25,East,ICSE,Hindi,10th,No formal,5L-10L,Yes,Tablet,Weekly,No,53,2,No,1.8,95.3
IND04641,M,18-25,North,ICSE,Regional,12th,12th,<1L,Yes,Mobile,Weekly,No,96,2,No,2.4,54.9
IND04642,M,55<=,East,State,Hindi,10th,12th,5L-10L,Yes,Tablet,Daily,No,119,2,No,1.1,80.4
IND04643,M,25-35,East,CBSE,English,UG,10th,10L+,Yes,Mobile,Monthly,No,100,3,No,2.2,84.3
IND04644,F,55<=,South,State,Hindi,12th,10th,<1L,Yes,Laptop,Daily,No,90,0,No,1.6,89.0
IND04645,M,55<=,South,CBSE,English,10th,10th,5L-10L,Yes,Desktop,Daily,No,38,2,No,2.4,81.4
IND04646,F,<18,South,ICSE,English,10th,UG,<1L,Yes,Mobile,Daily,Yes,74,2,Yes,1.8,83.6
IND04647,M,25-35,Central,CBSE,Hindi,UG,No formal,<1L,Yes,Tablet,Daily,No,45,0,Yes,2.3,81.8
IND04648,M,<18,Central,ICSE,English,12th,10th,10L+,Yes,Mobile,Monthly,No,43,3,No,1.5,84.4
IND04649,F,45-55,North,CBSE,Hindi,PG,No formal,<1L,Yes,Mobile,Monthly,No,55,2,Yes,3.5,79.8
IND04650,M,55<=,South,ICSE,Regional,UG,PG,<1L,Yes,Desktop,Weekly,No,75,1,Yes,2.2,100.0
IND04651,F,45-55,West,ICSE,English,PG,PG,1L-5L,Yes,Laptop,Daily,No,87,3,No,2.5,85.8
IND04652,F,25-35,South,State,English,12th,No formal,5L-10L,Yes,Mobile,Weekly,No,103,1,Yes,2.4,82.0
IND04653,M,55<=,Central,ICSE,Regional,10th,PG,1L-5L,Yes,Mobile,Monthly,No,59,3,Yes,2.5,72.6
IND04654,F,45-55,South,State,English,UG,PG,5L-10L,Yes,Tablet,Monthly,Yes,115,2,Yes,2.5,76.6
IND04655,M,35-45,Central,State,Regional,UG,PG,<1L,Yes,Tablet,Weekly,No,85,3,No,3.3,95.1
IND04656,M,18-25,South,State,Regional,UG,12th,5L-10L,Yes,Laptop,Monthly,No,61,3,Yes,2.2,55.2
IND04657,F,55<=,West,CBSE,English,No formal,12th,<1L,Yes,Laptop,Monthly,No,107,1,No,1.8,80.6
IND04658,M,18-25,North,CBSE,Regional,12th,No formal,5L-10L,Yes,Laptop,Daily,No,52,3,No,2.5,79.8
